,ds,TMAX_14avg,TMIN_14avg,TOBS_14avg,PDO,AMO,y,PRCP
0,1944-11-21,37.71868374104093,20.36112453152864,27.75578057206654,-0.48,0.272,0.0,0.0
1,1944-11-22,37.39247697636006,20.00090785957211,27.454610444543842,-0.48,0.272,0.0,0.0
2,1944-11-23,37.00285251800666,19.644660295548903,27.049208880933314,-0.48,0.272,0.0,0.0
3,1944-11-24,36.73122149129664,19.266407919570582,26.733001713916636,-0.48,0.272,0.0,0.82
4,1944-11-25,36.61457851569844,18.90897146240065,26.446096952011874,-0.48,0.272,0.0,0.06
5,1944-11-26,36.23207858107198,18.48113248045792,25.979593473503765,-0.48,0.272,0.0,0.0
6,1944-11-27,35.7922510139275,18.010394618371805,25.393166955330972,-0.48,0.272,0.0,0.0
7,1944-11-28,35.52361185230939,17.680477588731772,25.28525515211031,-0.48,0.272,0.0,0.25
8,1944-11-29,35.29342891937945,17.49733261638287,25.0858188370203,-0.48,0.272,0.0,0.0
9,1944-11-30,35.070674284874954,17.405680613925362,24.902440045063422,-0.48,0.272,0.0,0.0
10,1944-12-01,35.18671157603368,17.606500612084304,25.18263623908356,-0.48,0.272,0.0,0.0
11,1944-12-02,35.08664030101441,17.572448192919786,25.1771712994931,-0.48,0.272,0.0,0.0
12,1944-12-03,34.788109323198825,17.37010699592657,24.83192123573272,-0.48,0.272,0.0,0.35
13,1944-12-04,40.5,15.285714285714286,22.785714285714285,-0.48,0.272,24.0,0.0
14,1944-12-05,39.357142857142854,16.0,23.285714285714285,-0.48,0.272,24.0,0.0
15,1944-12-06,38.92857142857143,16.428571428571427,23.285714285714285,-0.48,0.272,24.0,0.0
16,1944-12-07,38.142857142857146,16.571428571428573,22.5,-0.48,0.272,24.0,0.0
17,1944-12-08,37.5,16.928571428571427,22.857142857142858,-0.48,0.272,18.0,0.0
18,1944-12-09,37.857142857142854,16.571428571428573,22.5,-0.48,0.272,7.0,0.0
19,1944-12-10,37.5,16.5,22.642857142857142,-0.48,0.272,7.0,0.0
20,1944-12-11,37.57142857142857,16.428571428571427,22.785714285714285,-0.48,0.272,7.0,0.0
21,1944-12-12,37.214285714285715,16.928571428571427,23.714285714285715,-0.48,0.272,4.0,0.0
22,1944-12-13,36.785714285714285,17.5,23.5,-0.48,0.272,4.0,0.0
23,1944-12-14,37.142857142857146,17.5,23.357142857142858,-0.48,0.272,4.0,0.0
24,1944-12-15,37.285714285714285,17.428571428571427,23.285714285714285,-0.48,0.272,4.0,0.0
25,1944-12-16,37.0,17.357142857142858,22.928571428571427,-0.46741935483870967,0.2715483870967742,4.0,0.0
26,1944-12-17,37.714285714285715,17.0,22.642857142857142,-0.45483870967741935,0.2710967741935484,0.0,0.0
27,1944-12-18,38.07142857142857,16.857142857142858,22.928571428571427,-0.44225806451612903,0.2706451612903226,0.0,0.0
28,1944-12-19,38.357142857142854,17.071428571428573,23.214285714285715,-0.4296774193548387,0.2701935483870968,0.0,0.0
29,1944-12-20,38.5,17.142857142857142,23.214285714285715,-0.4170967741935484,0.269741935483871,2.0,0.0
30,1944-12-21,37.5,16.5,22.5,-0.40451612903225803,0.26929032258064517,9.0,1.29
31,1944-12-22,36.92857142857143,16.5,23.142857142857142,-0.3919354838709677,0.26883870967741935,10.0,0.0
32,1944-12-23,37.357142857142854,17.857142857142858,24.428571428571427,-0.3793548387096774,0.2683870967741936,22.0,1.7
33,1944-12-24,37.857142857142854,18.785714285714285,24.642857142857142,-0.3667741935483871,0.26793548387096777,22.0,0.0
34,1944-12-25,37.285714285714285,18.357142857142858,23.642857142857142,-0.35419354838709677,0.26748387096774195,22.0,0.0
35,1944-12-26,37.142857142857146,17.642857142857142,23.0,-0.3416129032258064,0.26703225806451614,22.0,0.0
36,1944-12-27,36.857142857142854,16.928571428571427,22.428571428571427,-0.3290322580645161,0.2665806451612903,22.0,0.0
37,1944-12-28,36.785714285714285,16.857142857142858,22.285714285714285,-0.31645161290322577,0.26612903225806456,22.0,0.0
38,1944-12-29,36.785714285714285,16.357142857142858,21.642857142857142,-0.30387096774193545,0.26567741935483874,39.0,2.0
39,1944-12-30,36.57142857142857,16.071428571428573,21.5,-0.29129032258064513,0.2652258064516129,47.0,1.01
40,1944-12-31,36.714285714285715,15.285714285714286,20.642857142857142,-0.2787096774193548,0.2647741935483871,53.0,0.84
41,1945-01-01,36.714285714285715,14.857142857142858,20.357142857142858,-0.2661290322580645,0.2643225806451613,53.0,0.0
42,1945-01-02,35.92857142857143,13.571428571428571,19.214285714285715,-0.2535483870967742,0.26387096774193547,53.0,0.0
43,1945-01-03,35.0,12.714285714285714,18.857142857142858,-0.24096774193548384,0.2634193548387097,51.0,0.0
44,1945-01-04,35.142857142857146,12.857142857142858,19.285714285714285,-0.22838709677419355,0.2629677419354839,44.0,0.0
45,1945-01-05,35.92857142857143,13.0,19.0,-0.21580645161290318,0.26251612903225807,43.0,0.0
46,1945-01-06,36.07142857142857,12.571428571428571,18.571428571428573,-0.20322580645161287,0.26206451612903225,37.0,0.58
47,1945-01-07,35.92857142857143,12.571428571428571,19.0,-0.19064516129032255,0.26161290322580644,39.0,0.93
48,1945-01-08,36.214285714285715,14.071428571428571,20.571428571428573,-0.17806451612903224,0.2611612903225807,40.5,0.29
49,1945-01-09,36.42857142857143,15.285714285714286,21.642857142857142,-0.16548387096774192,0.26070967741935486,40.5,0.0
50,1945-01-10,37.642857142857146,16.785714285714285,23.428571428571427,-0.1529032258064516,0.26025806451612904,40.5,0.0
51,1945-01-11,37.785714285714285,17.0,23.714285714285715,-0.1403225806451613,0.2598064516129032,40.5,0.0
52,1945-01-12,37.285714285714285,17.285714285714285,24.142857142857142,-0.12774193548387092,0.2593548387096774,23.5,0.0
53,1945-01-13,37.785714285714285,17.5,24.714285714285715,-0.1151612903225806,0.25890322580645164,15.600000000000001,0.0
54,1945-01-14,38.07142857142857,19.071428571428573,26.142857142857142,-0.10258064516129028,0.2584516129032258,9.600000000000001,0.0
55,1945-01-15,39.142857142857146,20.285714285714285,27.5,-0.09,0.258,9.600000000000001,0.0
56,1945-01-16,39.785714285714285,21.357142857142858,28.285714285714285,-0.09806451612903225,0.26087096774193547,16.6,1.25
57,1945-01-17,39.857142857142854,21.214285714285715,27.642857142857142,-0.10612903225806451,0.263741935483871,16.6,0.0
58,1945-01-18,40.285714285714285,20.785714285714285,27.357142857142858,-0.11419354838709678,0.26661290322580644,18.6,0.25
59,1945-01-19,39.42857142857143,19.5,25.785714285714285,-0.12225806451612903,0.26948387096774196,18.6,0.0
60,1945-01-20,39.142857142857146,18.357142857142858,25.214285714285715,-0.13032258064516128,0.2723548387096774,12.600000000000001,0.0
61,1945-01-21,39.142857142857146,17.357142857142858,23.857142857142858,-0.13838709677419353,0.27522580645161293,10.600000000000001,0.0
62,1945-01-22,38.92857142857143,16.0,23.0,-0.1464516129032258,0.2780967741935484,9.100000000000001,0.0
63,1945-01-23,38.642857142857146,15.357142857142858,22.071428571428573,-0.15451612903225806,0.2809677419354839,9.100000000000001,0.0
64,1945-01-24,37.857142857142854,14.142857142857142,20.0,-0.1625806451612903,0.28383870967741937,9.100000000000001,0.0
65,1945-01-25,37.142857142857146,13.357142857142858,19.714285714285715,-0.1706451612903226,0.2867096774193548,9.100000000000001,0.0
66,1945-01-26,37.214285714285715,13.0,19.857142857142858,-0.17870967741935484,0.28958064516129034,9.100000000000001,0.0
67,1945-01-27,36.214285714285715,12.142857142857142,18.642857142857142,-0.1867741935483871,0.29245161290322585,9.000000000000002,0.0
68,1945-01-28,34.714285714285715,10.785714285714286,17.5,-0.19483870967741934,0.2953225806451613,9.000000000000002,0.0
69,1945-01-29,33.57142857142857,9.857142857142858,16.0,-0.2029032258064516,0.2981935483870968,9.000000000000002,0.0
70,1945-01-30,33.285714285714285,9.285714285714286,15.428571428571429,-0.21096774193548387,0.3010645161290323,2.0000000000000018,0.0
71,1945-01-31,33.07142857142857,9.5,16.071428571428573,-0.21903225806451612,0.30393548387096775,2.0000000000000018,0.0
72,1945-02-01,33.0,9.285714285714286,16.142857142857142,-0.22709677419354837,0.30680645161290326,2.0000000000000018,0.0
73,1945-02-02,32.92857142857143,10.642857142857142,18.0,-0.23516129032258062,0.3096774193548387,7.000000000000002,0.9
74,1945-02-03,32.857142857142854,11.928571428571429,18.928571428571427,-0.2432258064516129,0.31254838709677424,15.000000000000002,1.28
75,1945-02-04,32.785714285714285,12.642857142857142,19.785714285714285,-0.25129032258064515,0.3154193548387097,18.0,0.48
76,1945-02-05,32.857142857142854,13.5,20.571428571428573,-0.2593548387096774,0.31829032258064516,18.0,0.0
77,1945-02-06,32.57142857142857,13.285714285714286,20.285714285714285,-0.2674193548387097,0.3211612903225807,24.0,0.48
